FIPS,ADMIN2,PROVINCE_STATE,COUNTRY_REGION,LAST_UPDATE,LATITUDE,LONGITUDE,CONFIRMED,DEATHS,RECOVERED,ACTIVE,COMBINED_KEY,GEOID,RECORD_KEY,TRANSFER_IN,TRANSFER_OUT
0,-,Hubei,China,2020-02-21T13:03:09,,,62662,2144,11881,,"Hubei, China",CN,ChinaHubei-2020-02-21T13:03:09,,
0,-,Guangdong,China,2020-02-21T10:13:09,,,1333,5,690,,"Guangdong, China",CN,ChinaGuangdong-2020-02-21T10:13:09,,
0,-,Henan,China,2020-02-21T13:43:02,,,1267,19,736,,"Henan, China",CN,ChinaHenan-2020-02-21T13:43:02,,
0,-,Zhejiang,China,2020-02-21T10:23:02,,,1203,1,679,,"Zhejiang, China",CN,ChinaZhejiang-2020-02-21T10:23:02,,
0,-,Hunan,China,2020-02-21T15:13:07,,,1011,4,661,,"Hunan, China",CN,ChinaHunan-2020-02-21T15:13:07,,
0,-,Anhui,China,2020-02-21T10:13:09,,,988,6,539,,"Anhui, China",CN,ChinaAnhui-2020-02-21T10:13:09,,
0,-,Jiangxi,China,2020-02-21T01:13:05,,,934,1,489,,"Jiangxi, China",CN,ChinaJiangxi-2020-02-21T01:13:05,,
0,-,Shandong,China,2020-02-21T10:23:02,,,749,4,281,,"Shandong, China",CN,ChinaShandong-2020-02-21T10:23:02,,
0,-,Diamond Princess cruise ship,Others,2020-02-20T15:53:03,,,634,2,1,,"Diamond Princess cruise ship, Others",-,OthersDiamond Princess cruise ship-2020-02-20T15:53:03,,23
0,-,Jiangsu,China,2020-02-21T11:43:01,,,631,0,373,,"Jiangsu, China",CN,ChinaJiangsu-2020-02-21T11:43:01,,
0,-,Chongqing,China,2020-02-21T23:13:14,,,572,6,316,,"Chongqing, China",CN,ChinaChongqing-2020-02-21T23:13:14,,
0,-,Sichuan,China,2020-02-21T12:53:01,,,525,3,231,,"Sichuan, China",CN,ChinaSichuan-2020-02-21T12:53:01,,
0,-,Heilongjiang,China,2020-02-21T11:43:01,,,479,12,175,,"Heilongjiang, China",CN,ChinaHeilongjiang-2020-02-21T11:43:01,,
0,-,Beijing,China,2020-02-21T01:03:09,,,396,4,169,,"Beijing, China",CN,ChinaBeijing-2020-02-21T01:03:09,,
0,-,Shanghai,China,2020-02-21T05:53:01,,,334,2,211,,"Shanghai, China",CN,ChinaShanghai-2020-02-21T05:53:01,,
0,-,Hebei,China,2020-02-21T12:53:01,,,308,5,184,,"Hebei, China",CN,ChinaHebei-2020-02-21T12:53:01,,
0,-,Fujian,China,2020-02-21T11:43:01,,,293,1,149,,"Fujian, China",CN,ChinaFujian-2020-02-21T11:43:01,,
0,-,Guangxi,China,2020-02-21T11:43:01,,,246,2,97,,"Guangxi, China",CN,ChinaGuangxi-2020-02-21T11:43:01,,
0,-,Shaanxi,China,2020-02-21T11:43:01,,,245,1,134,,"Shaanxi, China",CN,ChinaShaanxi-2020-02-21T11:43:01,,
0,-,-,South Korea,2020-02-21T13:43:02,,,204,2,16,,South Korea,CN,South Korea--2020-02-21T13:43:02,,
