FIPS,ADMIN2,PROVINCE_STATE,COUNTRY_REGION,LAST_UPDATE,LATITUDE,LONGITUDE,CONFIRMED,DEATHS,RECOVERED,ACTIVE,COMBINED_KEY,GEOID,RECORD_KEY,TRANSFER_IN,TRANSFER_OUT
0,-,Hubei,China,2020-02-24T11:13:09,,,64287,2495,16748,,"Hubei, China",CN,ChinaHubei-2020-02-24T11:13:09,,
0,-,Guangdong,China,2020-02-24T10:23:02,,,1345,6,786,,"Guangdong, China",CN,ChinaGuangdong-2020-02-24T10:23:02,,
0,-,Henan,China,2020-02-24T13:23:05,,,1271,19,943,,"Henan, China",CN,ChinaHenan-2020-02-24T13:23:05,,
0,-,Zhejiang,China,2020-02-24T09:43:02,,,1205,1,782,,"Zhejiang, China",CN,ChinaZhejiang-2020-02-24T09:43:02,,
0,-,Hunan,China,2020-02-24T14:13:11,,,1016,4,731,,"Hunan, China",CN,ChinaHunan-2020-02-24T14:13:11,,
0,-,Anhui,China,2020-02-24T09:43:02,,,989,6,663,,"Anhui, China",CN,ChinaAnhui-2020-02-24T09:43:02,,
0,-,Jiangxi,China,2020-02-24T01:23:09,,,934,1,645,,"Jiangxi, China",CN,ChinaJiangxi-2020-02-24T01:23:09,,
0,-,-,South Korea,2020-02-24T11:13:10,,,833,8,18,,South Korea,KR,South Korea--2020-02-24T11:13:10,,
0,-,Shandong,China,2020-02-24T10:23:02,,,755,5,343,,"Shandong, China",CN,ChinaShandong-2020-02-24T10:23:02,,
0,-,Diamond Princess cruise ship,Others,2020-02-23T22:33:03,,,691,3,0,,"Diamond Princess cruise ship, Others",-,OthersDiamond Princess cruise ship-2020-02-23T22:33:03,,44
0,-,Jiangsu,China,2020-02-24T14:53:02,,,631,0,452,,"Jiangsu, China",CN,ChinaJiangsu-2020-02-24T14:53:02,,
0,-,Chongqing,China,2020-02-24T23:23:01,,,576,6,349,,"Chongqing, China",CN,ChinaChongqing-2020-02-24T23:23:01,,
0,-,Sichuan,China,2020-02-24T14:13:11,,,527,3,276,,"Sichuan, China",CN,ChinaSichuan-2020-02-24T14:13:11,,
0,-,Heilongjiang,China,2020-02-24T14:53:02,,,480,12,227,,"Heilongjiang, China",CN,ChinaHeilongjiang-2020-02-24T14:53:02,,
0,-,Beijing,China,2020-02-24T00:53:02,,,399,4,198,,"Beijing, China",CN,ChinaBeijing-2020-02-24T00:53:02,,
0,-,Shanghai,China,2020-02-24T07:03:06,,,335,3,261,,"Shanghai, China",CN,ChinaShanghai-2020-02-24T07:03:06,,
0,-,Hebei,China,2020-02-24T14:13:11,,,311,6,234,,"Hebei, China",CN,ChinaHebei-2020-02-24T14:13:11,,
0,-,Fujian,China,2020-02-24T10:23:02,,,293,1,183,,"Fujian, China",CN,ChinaFujian-2020-02-24T10:23:02,,
0,-,Guangxi,China,2020-02-24T06:53:02,,,251,2,112,,"Guangxi, China",CN,ChinaGuangxi-2020-02-24T06:53:02,,
0,-,Shaanxi,China,2020-02-24T14:53:02,,,245,1,173,,"Shaanxi, China",CN,ChinaShaanxi-2020-02-24T14:53:02,,
0,-,-,Italy,2020-02-24T23:43:01,,,229,7,1,,Italy,IT,Italy--2020-02-24T23:43:01,,
0,-,Yunnan,China,2020-02-24T23:13:02,,,174,2,124,,"Yunnan, China",CN,ChinaYunnan-2020-02-24T23:13:02,,
0,-,Hainan,China,2020-02-24T14:53:02,,,168,5,116,,"Hainan, China",CN,ChinaHainan-2020-02-24T14:53:02,,
0,-,-,Japan,2020-02-24T14:23:03,,,159,1,22,,Japan,JP,Japan--2020-02-24T14:23:03,,
0,-,Guizhou,China,2020-02-23T12:43:02,,,146,2,102,,"Guizhou, China",CN,ChinaGuizhou-2020-02-23T12:43:02,,
