FIPS,ADMIN2,PROVINCE_STATE,COUNTRY_REGION,LAST_UPDATE,LATITUDE,LONGITUDE,CONFIRMED,DEATHS,RECOVERED,ACTIVE,COMBINED_KEY,GEOID,RECORD_KEY,TRANSFER_IN,TRANSFER_OUT
0,-,Anhui,China,2020-01-23,,,9,,,0,"Anhui, China",CN,ChinaAnhui 43853.7083333333,,
0,-,Beijing,China,2020-01-23,,,22,,,,"Beijing, China",CN,ChinaBeijing43853.7083333333,,
0,-,Chongqing,China,2020-01-23,,,9,,,,"Chongqing, China",CN,ChinaChongqing43853.7083333333,,
0,-,Fujian,China,2020-01-23,,,5,,,,"Fujian, China",CN,ChinaFujian43853.7083333333,,
0,-,Gansu,China,2020-01-23,,,2,,,,"Gansu, China",CN,ChinaGansu43853.7083333333,,
0,-,Guangdong,China,2020-01-23,,,32,,2,,"Guangdong, China",CN,ChinaGuangdong43853.7083333333,,
0,-,Guangxi,China,2020-01-23,,,5,,,,"Guangxi, China",CN,ChinaGuangxi43853.7083333333,,
0,-,Guizhou,China,2020-01-23,,,3,,,,"Guizhou, China",CN,ChinaGuizhou43853.7083333333,,
0,-,Hainan,China,2020-01-23,,,5,,,,"Hainan, China",CN,ChinaHainan43853.7083333333,,
0,-,Hebei,China,2020-01-23,,,1,1,,,"Hebei, China",CN,ChinaHebei43853.7083333333,,
0,-,Heilongjiang,China,2020-01-23,,,2,,,,"Heilongjiang, China",CN,ChinaHeilongjiang43853.7083333333,,
0,-,Henan,China,2020-01-23,,,5,,,,"Henan, China",CN,ChinaHenan43853.7083333333,,
0,-,Hubei,China,2020-01-23,,,444,17,28,,"Hubei, China",CN,ChinaHubei43853.7083333333,,
0,-,Hunan,China,2020-01-23,,,9,,,,"Hunan, China",CN,ChinaHunan43853.7083333333,,
0,-,Inner Mongolia,China,2020-01-23,,,,,,,"Inner Mongolia, China",CN,ChinaInner Mongolia43853.7083333333,,
0,-,Jiangsu,China,2020-01-23,,,5,,,,"Jiangsu, China",CN,ChinaJiangsu43853.7083333333,,
0,-,Jiangxi,China,2020-01-23,,,7,,,,"Jiangxi, China",CN,ChinaJiangxi43853.7083333333,,
0,-,Jilin,China,2020-01-23,,,1,,,,"Jilin, China",CN,ChinaJilin43853.7083333333,,
0,-,Liaoning,China,2020-01-23,,,3,,,,"Liaoning, China",CN,ChinaLiaoning43853.7083333333,,
0,-,Ningxia,China,2020-01-23,,,1,,,,"Ningxia, China",CN,ChinaNingxia43853.7083333333,,
0,-,Qinghai,China,2020-01-23,,,,,,,"Qinghai, China",CN,ChinaQinghai43853.7083333333,,
0,-,Shaanxi,China,2020-01-23,,,3,,,,"Shaanxi, China",CN,ChinaShaanxi43853.7083333333,,
0,-,Shandong,China,2020-01-23,,,6,,,,"Shandong, China",CN,ChinaShandong43853.7083333333,,
0,-,Shanghai,China,2020-01-23,,,16,,,,"Shanghai, China",CN,ChinaShanghai43853.7083333333,,
0,-,Shanxi,China,2020-01-23,,,1,,,,"Shanxi, China",CN,ChinaShanxi43853.7083333333,,
0,-,Sichuan,China,2020-01-23,,,8,,,,"Sichuan, China",CN,ChinaSichuan43853.7083333333,,
0,-,Tianjin,China,2020-01-23,,,4,,,,"Tianjin, China",CN,ChinaTianjin43853.7083333333,,
0,-,Tibet,China,2020-01-23,,,,,,,"Tibet, China",CN,ChinaTibet43853.7083333333,,
0,-,Xinjiang,China,2020-01-23,,,2,,,,"Xinjiang, China",CN,ChinaXinjiang43853.7083333333,,
0,-,Yunnan,China,2020-01-23,,,2,,,,"Yunnan, China",CN,ChinaYunnan43853.7083333333,,
0,-,Zhejiang,China,2020-01-23,,,27,,,,"Zhejiang, China",CN,ChinaZhejiang43853.7083333333,,
0,-,Hong Kong,China,2020-01-23,,,2,,,,"Hong Kong, China",HK,ChinaHong Kong43853.7083333333,,
0,-,Japan,Japan,2020-01-23,,,1,,,,Japan,JP,JapanJapan-43853.7083333333,,
0,-,Macau,China,2020-01-23,,,2,,,,"Macau, China",MO,ChinaMacau43853.7083333333,,
0,-,Singapore,Singapore,2020-01-23,,,1,,,,Singapore,SG,SingaporeSingapore-43853.7083333333,,
0,-,"Korea, South","Korea, South",2020-01-23,,,1,,,,"Korea, South",KR,"Korea, SouthKorea, South-43853.7083333333",,
0,-,Taiwan,Taiwan,2020-01-23,,,1,,,,Taiwan,TW,TaiwanTaiwan-43853.7083333333,,
0,-,Thailand,Thailand,2020-01-23,,,3,,,,Thailand,TH,ThailandThailand-43853.7083333333,,
0,Seattle,Washington,US,2020-01-23,,,1,,,,"Seattle, Washington, US",US,USWashingtonSeattle43853.7083333333,,
0,-,Vietnam,Vietnam,2020-01-23,,,2,,,,Vietnam,VN,VietnamVietnam-43853.7083333333,,
