FIPS,ADMIN2,PROVINCE_STATE,COUNTRY_REGION,LAST_UPDATE,LATITUDE,LONGITUDE,CONFIRMED,DEATHS,RECOVERED,ACTIVE,COMBINED_KEY,GEOID,RECORD_KEY,TRANSFER_IN,TRANSFER_OUT
0,-,Ontario,Canada,2020-01-26,,,1,,,,"Ontario, Canada",CA,CanadaOntario-43856.6666666667,,
0,-,Anhui,China,2020-01-26,,,60,,,,"Anhui, China",CN,ChinaAnhui-43856.6666666667,,
0,-,Beijing,China,2020-01-26,,,68,,2,,"Beijing, China",CN,ChinaBeijing-43856.6666666667,,
0,-,Chongqing,China,2020-01-26,,,75,,,,"Chongqing, China",CN,ChinaChongqing-43856.6666666667,,
0,-,Fujian,China,2020-01-26,,,35,,,,"Fujian, China",CN,ChinaFujian-43856.6666666667,,
0,-,Gansu,China,2020-01-26,,,7,,,,"Gansu, China",CN,ChinaGansu-43856.6666666667,,
0,-,Guangdong,China,2020-01-26,,,111,,2,,"Guangdong, China",CN,ChinaGuangdong-43856.6666666667,,
0,-,Guangxi,China,2020-01-26,,,36,,,,"Guangxi, China",CN,ChinaGuangxi-43856.6666666667,,
0,-,Guizhou,China,2020-01-26,,,5,,,,"Guizhou, China",CN,ChinaGuizhou-43856.6666666667,,
0,-,Hainan,China,2020-01-26,,,22,,,,"Hainan, China",CN,ChinaHainan-43856.6666666667,,
0,-,Hebei,China,2020-01-26,,,13,1,,,"Hebei, China",CN,ChinaHebei-43856.6666666667,,
0,-,Heilongjiang,China,2020-01-26,,,15,1,,,"Heilongjiang, China",CN,ChinaHeilongjiang-43856.6666666667,,
0,-,Henan,China,2020-01-26,,,83,1,,,"Henan, China",CN,ChinaHenan-43856.6666666667,,
0,-,Hubei,China,2020-01-26,,,1058,52,42,,"Hubei, China",CN,ChinaHubei-43856.6666666667,,
0,-,Hunan,China,2020-01-26,,,69,,,,"Hunan, China",CN,ChinaHunan-43856.6666666667,,
0,-,Inner Mongolia,China,2020-01-26,,,7,,,,"Inner Mongolia, China",CN,ChinaInner Mongolia-43856.6666666667,,
0,-,Jiangsu,China,2020-01-26,,,33,,1,,"Jiangsu, China",CN,ChinaJiangsu-43856.6666666667,,
0,-,Jiangxi,China,2020-01-26,,,36,,,,"Jiangxi, China",CN,ChinaJiangxi-43856.6666666667,,
0,-,Jilin,China,2020-01-26,,,4,,,,"Jilin, China",CN,ChinaJilin-43856.6666666667,,
0,-,Liaoning,China,2020-01-26,,,21,,,,"Liaoning, China",CN,ChinaLiaoning-43856.6666666667,,
0,-,Ningxia,China,2020-01-26,,,4,,,,"Ningxia, China",CN,ChinaNingxia-43856.6666666667,,
0,-,Qinghai,China,2020-01-26,,,1,,,,"Qinghai, China",CN,ChinaQinghai-43856.6666666667,,
0,-,Shaanxi,China,2020-01-26,,,22,,,,"Shaanxi, China",CN,ChinaShaanxi-43856.6666666667,,
0,-,Shandong,China,2020-01-26,,,46,,,,"Shandong, China",CN,ChinaShandong-43856.6666666667,,
0,-,Shanghai,China,2020-01-26,,,40,1,1,,"Shanghai, China",CN,ChinaShanghai-43856.6666666667,,
0,-,Shanxi,China,2020-01-26,,,9,,,,"Shanxi, China",CN,ChinaShanxi-43856.6666666667,,
0,-,Sichuan,China,2020-01-26,,,44,,,,"Sichuan, China",CN,ChinaSichuan-43856.6666666667,,
0,-,Tianjin,China,2020-01-26,,,14,,,,"Tianjin, China",CN,ChinaTianjin-43856.6666666667,,
0,-,Xinjiang,China,2020-01-26,,,4,,,,"Xinjiang, China",CN,ChinaXinjiang-43856.6666666667,,
0,-,Yunnan,China,2020-01-26,,,16,,,,"Yunnan, China",CN,ChinaYunnan-43856.6666666667,,
0,-,Zhejiang,China,2020-01-26,,,104,,1,,"Zhejiang, China",CN,ChinaZhejiang-43856.6666666667,,
0,-,France,France,2020-01-26,,,3,,,,France,FR,FranceFrance-43856.6666666667,,
0,-,Hong Kong,China,2020-01-26,,,8,,,,"Hong Kong, China",HK,ChinaHong Kong-43856.6666666667,,
0,-,Japan,Japan,2020-01-26,,,4,,1,,Japan,JP,JapanJapan-43856.6666666667,,
0,-,Macau,China,2020-01-26,,,5,,,,"Macau, China",MO,ChinaMacau-43856.6666666667,,
0,-,Malaysia,Malaysia,2020-01-26,,,4,,,,Malaysia,MY,MalaysiaMalaysia-43856.6666666667,,
0,-,Nepal,Nepal,2020-01-26,,,1,,,,Nepal,NP,NepalNepal-43856.6666666667,,
0,-,Singapore,Singapore,2020-01-26,,,4,,,,Singapore,SG,SingaporeSingapore-43856.6666666667,,
0,-,"Korea, South","Korea, South",2020-01-26,,,3,,,,"Korea, South",KR,"Korea, SouthKorea, South-43856.6666666667",,
0,-,Taiwan,Taiwan,2020-01-26,,,4,,,,Taiwan,TW,TaiwanTaiwan-43856.6666666667,,
0,-,Thailand,Thailand,2020-01-26,,,8,,2,,Thailand,TH,ThailandThailand-43856.6666666667,,
0,Tempe,Arizona,US,2020-01-26,,,1,,,,"Tempe, Arizona, US",US,USArizonaTempe43856.6666666667,,
0,San Benito,California,US,2020-01-26,,,1,,,,"San Benito, California, US",US,USCaliforniaSan Benito43856.6666666667,,
0,Santa Clara,California,US,2020-01-26,,,1,,,,"Santa Clara, California, US",US,USCaliforniaSanta Clara43856.6666666667,,
0,Chicago,Illinois,US,2020-01-26,,,1,,,,"Chicago, Illinois, US",US,USIllinoisChicago43856.6666666667,,
0,Seattle,Washington,US,2020-01-26,,,1,,,,"Seattle, Washington, US",US,USWashingtonSeattle43856.6666666667,,
0,-,Vietnam,Vietnam,2020-01-26,,,2,,,,Vietnam,VN,VietnamVietnam-43856.6666666667,,
