COUNTRY_REGION,PROVINCE_STATE,ADMIN2,GEOID,DATE,SEQ_NO,DESCRIPTION,SOURCE
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-17,1,3493 new cases and 575 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-16,1,3786 new cases and 525 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-15,1,2667 new cases and 578 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-14,1,2972 new cases and 602 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-13,1,3153 new cases and 566 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-12,1,4092 new cases and 431 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-11,1,4694 new cases and 619 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-10,1,3951 new cases and 570 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-09,1,4204 new cases and 610 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-08,1,3836 new cases and 542 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-07,1,3039 new cases and 604 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-06,1,3599 new cases and 636 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-05,1,4316 new cases and 525 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-04,1,4805 new cases and 681 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-04,2,The number of patients hospitalized in intensive care has declined for the first time since the beginning of the epidemic                                                                               ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-04,3,"An estimated 30,000 lives have been saved as an effect of the lockdown measures, according to Istituto Superiore di Sanità (ISS)                                                                       ",https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-04,4,The target of bringing down the reproductive number (R0) to 1 has been reached. Now the goal is to bring it below 1                                                                                     ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-04,5,Earlier it was as high as 3. This value represents the average number of people to which a single infected person will transmit the virus                                                               ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-03,1,4585 new cases and 766 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-02,1,4668 new cases and 760 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-04-01,1,4782 new cases and 727 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-31,1,4053 new cases and 837 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-30,1,"4050 new cases and 812 new deaths. Total cases surpass 100,000                                                                                                                                          ",https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-30,2,Lowest number of new cases in the last 13 days (since March 17)                                                                                                                                         ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-30,3,"Highest number of new recoveries (1,590) since the beginning of the epidemic                                                                                                                            ",https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-29,1,5217 new cases and 756 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-28,1,5974 new cases and 889 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-27,1,5909 new cases and 919 new deaths in Italy. Highest number of new deaths since the beginning of the epidemic.                                                                                           ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-27,2,46 doctors have died to date (with 4 additional deaths today). 6414 health workers have tested positive                                                                                                 ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-26,1,6203 new cases and 712 new deaths in Italy. Worldometer has contacted Piedmont officials directly and                                                                                                   ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-26,2,"received confirmation that the number of deaths in the region is 499, 50 more than what                                                                                                                 ",https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-26,3,mistakenly reported in the Protezione Civile's bulletin today. This discrepancy was clearly due to a typing                                                                                             ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-26,4,"error by Protezione Civile, not to Piedmont's number of new deaths (16 today) missing in the national                                                                                                   ",https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-26,5,"report, as incorrectly stated by some media. After solving this discrepancy, we changed the official total                                                                                              ",https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-26,6,"number of deaths in Italy from 8,165 to 8,215 and, accordingly, the total number of cases from 80,539 to 80,589                                                                                         ",https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-25,1,5210 new cases and 683 new deaths in Italy. 4th day in a row with daily new cases below the 6557                                                                                                        ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-25,2,"peak reached on March 21. Protezione Civile chief Borrelli, the person usually holding the daily press                                                                                                  ",https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-25,3,"conference, is at home with a fever, while the former chief Bertolaso is now hospitalized in Milan after                                                                                                ",https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-25,4,having tested positive to the virus                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-24,1,5249 new cases and 743 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-23,1,4789 new cases and 601 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-22,1,5560 new cases and 651 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-21,1,6557 new cases and 793 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-22,2,15% decline in new cases and 18% decline in new deaths with respect to yesterday                                                                                                                        ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-20,1,5986 new cases and 627 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/italy/                                            
Italy                           ,-                               ,-                                                               ,IT        ,2020-03-20,2,"In Bergamo, there were 108 more deaths in the first 15 days of March this year compared to 2019 (164 deaths in 2020 vs. 56 deaths in 2019)                                                              ",https://www.worldometers.info/coronavirus/country/italy/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-01,1,8195 new cases and 923 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-02,1,7947 new cases and 961 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-03,1,7134 new cases and 850 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-04,1, 6969 new cases and 749 new deaths                                                                                                                                                                      ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-05,1,5478 new cases and 694 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-06,1,5029 new cases and 700 new deaths. Health Minister Salvador Illa has declared during a press                                                                                                            ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-06,2,"conference that ""more than 600,000 tests""  have been performed in Spain since the beginning of the                                                                                                      ",https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-06,3,"outbreak and that between 15,000 and 20,000 are performed daily                                                                                                                                         ",https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-07,1,5267 new cases and 704 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-08,1,6278 new cases and 747 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-09,1,5002 new cases and 655 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-10,1,5051 new cases and 634 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-11,1,4754 new cases and 525 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-12,1,3804 new cases and 603 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-13,1,3268 new cases and 547 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-14,1,3961 new cases and 499 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-15,1,"6599 new cases and 557 new deaths, 650,755 tests                                                                                                                                                        ",https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-16,1,4289 new cases and 318 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-17,1,5891 new cases and 348 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-18,1,3577 new cases and 565 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-19,1,4258 new cases and 410 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-20,1,1536 new cases and 399 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-22,1,4211 new cases and 435 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-21,1,3968 new cases and 430 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-23,1,4635 new cases and 440 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-24,1,"6740 new cases and 367 new deaths. To date, a total of 219,764 confirmed cases of COVID19                                                                                                               ",https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-24,2,"have been reported. The total includes cases confirmed by PCR tests (202,990) and cases confirmed with                                                                                                  ",https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-24,3,"antibody tests (16,774)                                                                                                                                                                                 ",https://www.worldometers.info/coronavirus/country/spain/                                            
Spain                           ,-                               ,-                                                               ,ES        ,2020-04-25,1,3995 new cases and 378 new deaths                                                                                                                                                                       ,https://www.worldometers.info/coronavirus/country/spain/                                            
US                              ,-                               ,-                                                               ,US        ,2020-04-25,1,28686 new cases and 1665 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-24,1,38958 new cases and 1959 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-23,1,31889 new cases and 2340 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-22,1,30156 new cases and 2358 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-21,1,26084 new cases and 2683 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-20,1,28131 new cases and 1952 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-19,1,26113 new cases and 1570 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-18,1,29079 new cases and 1883 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-17,1,32368 new cases and 2543 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-16,1,29980 new cases and 2193 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-15,1,30521 new cases and 2631 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-14,1,27260 new cases and 2566 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-13,1,26985 new cases and 1726 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-12,1,27766 new cases and 1727 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-11,1,30338 new cases and 2024 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-10,1,34089 new cases and 2236 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-09,1,33946 new cases and 2111 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-08,1,32344 new cases and 2165 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-07,1,33877 new cases and 2228 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-06,1,31601 new cases and 1505 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-05,1,25753 new cases and 1409 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-04,1,34517 new cases and 1545 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-03,1,32769 new cases and 1263 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-04-02,1,30413 new cases and 1182 new deaths                                                                                                                                                                     ,https://www.worldometers.info/coronavirus/country/us/                                               
