COUNTRY_REGION,PROVINCE_STATE,ADMIN2,GEOID,DATE,SEQ_NO,DESCRIPTION,SOURCE
US                              ,Ohio                            ,Mahoning County                                                 ,US        ,2020-03-17,28,1 new case                                                                                                                                                                                              ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Ohio                            ,Belmont County                                                  ,US        ,2020-03-17,29,2 new cases                                                                                                                                                                                             ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Texas                           ,Galveston County                                                ,US        ,2020-03-17,30,1st case of community spread                                                                                                                                                                            ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Maryland                        ,Frederick County                                                ,US        ,2020-03-17,31,1st new case                                                                                                                                                                                            ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,New York                        ,New York City                                                   ,US        ,2020-03-17,32,118 new cases                                                                                                                                                                                           ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,New York                        ,Westchester County                                              ,US        ,2020-03-17,33,157 new cases                                                                                                                                                                                           ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,New York                        ,Essex County                                                    ,US        ,2020-03-17,34,1 new case                                                                                                                                                                                              ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Alaska                          ,Fairbanks                                                       ,US        ,2020-03-17,35,2 new cases                                                                                                                                                                                             ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Illinois                        ,Peoria County                                                   ,US        ,2020-03-17,36,"First case, the person was screened over the phone and tested at home by OSF Healthcare                                                                                                                 ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,California                      ,Tulare County                                                   ,US        ,2020-03-17,37,"1 new case, hospitalized in critical condition                                                                                                                                                          ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-03-18,2,US - Canada border to temporarily close to nonessential travel                                                                                                                                          ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-03-18,3,"Trump compares the sacrifices needed to those made during World War II, saying that ""now it is                                                                                                          ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-03-18,4,"our time, we must sacrifice together. We are all in this together and we'll come through it                                                                                                             ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-03-18,5,together. It is the invisible enemy. That's always the toughest enemy. But we're going to defeat                                                                                                        ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-03-18,6,"the invisible enemy. I think we'll going to do it even faster than we thought, and it will be a complete                                                                                                ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-03-18,7,"victory, a total victory""                                                                                                                                                                               ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-03-18,8,US working to determine if the self-swab coronavirus test is as effective as the other testing                                                                                                          ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-03-18,9,process. It would be a much easier test                                                                                                                                                                 ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-03-18,10,All foreclosures and evictions to be suspended until the end of April                                                                                                                                   ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Washington                      ,Clark County                                                    ,US        ,2020-03-18,11,1 death                                                                                                                                                                                                 ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Missouri                        ,Boone County                                                    ,US        ,2020-03-18,12,"1st death in Missouri, a resident who had traveled abroad and was self-isolating at home                                                                                                                ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Connecticut                     ,Fairfield County                                                ,US        ,2020-03-18,13,"1st death, an 88-year old man from Ridgefield                                                                                                                                                           ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,New Jersey                      ,-                                                               ,US        ,2020-03-18,14,"2 new deaths, total rises to 5                                                                                                                                                                          ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,California                      ,Santa Clara County                                              ,US        ,2020-03-18,15,"2 new deaths, a man in his 50s and a man in his 60s                                                                                                                                                     ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Texas                           ,Tarrant County                                                  ,US        ,2020-03-18,16,"1 new death, a 77-year old man                                                                                                                                                                          ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,North Carolina                  ,-                                                               ,US        ,2020-03-18,17,17 new cases                                                                                                                                                                                            ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Kentucky                        ,-                                                               ,US        ,2020-03-18,18,"8 new cases, including 2 in Jefferson County, one of whom is an 8 months old                                                                                                                            ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Kentucky                        ,Jefferson County                                                ,US        ,2020-03-18,19,"2 new cases, one of whom is an 8 months old                                                                                                                                                             ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Alabama                         ,-                                                               ,US        ,2020-03-18,20,"13 new cases, including the first in Calhoun County                                                                                                                                                     ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Alabama                         ,Calhoun County                                                  ,US        ,2020-03-18,21,13 new cases                                                                                                                                                                                            ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,New Hampshire                   ,Grafton County                                                  ,US        ,2020-03-18,22,2 new cases                                                                                                                                                                                             ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,New Hampshire                   ,Rockingham County                                               ,US        ,2020-03-18,23,1 new cases                                                                                                                                                                                             ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,New Hampshire                   ,Carroll County                                                  ,US        ,2020-03-18,24,1 new cases                                                                                                                                                                                             ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Massachusetts                   ,-                                                               ,US        ,2020-03-18,25,38 new cases                                                                                                                                                                                            ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,North Carolina                  ,Moore County                                                    ,US        ,2020-03-18,26,1 new case                                                                                                                                                                                              ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Kansas                          ,Leavenworth County                                              ,US        ,2020-03-18,27,1 new case                                                                                                                                                                                              ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Kansas                          ,Wyandotte County                                                ,US        ,2020-03-18,28,1 new case                                                                                                                                                                                              ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Kansas                          ,Johnson County                                                  ,US        ,2020-03-18,29,1 new case                                                                                                                                                                                              ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Illinois                        ,-                                                               ,US        ,2020-03-18,30,128 new cases                                                                                                                                                                                           ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Minnesota                       ,-                                                               ,US        ,2020-03-18,31,17 new cases                                                                                                                                                                                            ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Illinois                        ,-                                                               ,US        ,2020-03-19,2,3 deaths                                                                                                                                                                                                ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,California                      ,San Benito County                                               ,US        ,2020-03-19,3,"1 death, a man in his 60s                                                                                                                                                                               ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Lousiana                        ,-                                                               ,US        ,2020-03-19,4,"1 death, a patient in his 60s with underlying health conditions                                                                                                                                         ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Georgia                         ,-                                                               ,US        ,2020-03-19,5,7 deaths                                                                                                                                                                                                ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Maryland                        ,-                                                               ,US        ,2020-03-19,6,"1st death, a man in his 60s with an underlying medical condition                                                                                                                                        ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Washington                      ,-                                                               ,US        ,2020-03-19,7,"1 death, a woman in her 80s with underlying health conditions                                                                                                                                           ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Michigan                        ,-                                                               ,US        ,2020-03-19,8,256 new cases                                                                                                                                                                                           ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Illinois                        ,-                                                               ,US        ,2020-03-19,9,134 new cases                                                                                                                                                                                           ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Oregon                          ,-                                                               ,US        ,2020-03-19,10,13 new cases                                                                                                                                                                                            ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Arkansas                        ,-                                                               ,US        ,2020-03-19,11,16 new cases                                                                                                                                                                                            ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,New York                        ,-                                                               ,US        ,2020-03-19,12,"1,238 new cases                                                                                                                                                                                         ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,California                      ,Las Angeles County                                              ,US        ,2020-03-19,13,46 new cases                                                                                                                                                                                            ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Missouri                        ,Christian County                                                ,US        ,2020-03-19,14,2 new cases                                                                                                                                                                                             ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Wisconsin                       ,La Crosse County                                                ,US        ,2020-03-19,15,"1 new case, a man in his upper 20s                                                                                                                                                                      ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Texas                           ,-                                                               ,US        ,2020-03-19,16,"27 new cases in Texas including 14 in Bexar County, 3 in Collin County, 1 in Van Zandt                                                                                                                  ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Texas                           ,Bexar County                                                    ,US        ,2020-03-19,17,14 new cases                                                                                                                                                                                            ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Texas                           ,Collin County                                                   ,US        ,2020-03-19,18,3 new cases                                                                                                                                                                                             ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Texas                           ,Van Zandt                                                       ,US        ,2020-03-19,19,1 new cases                                                                                                                                                                                             ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Idaho                           ,Twin Falls County                                               ,US        ,2020-03-19,20,1 new case                                                                                                                                                                                              ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Idaho                           ,Blaine County                                                   ,US        ,2020-03-19,21,1 new case                                                                                                                                                                                              ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Nevada                          ,Washoe County                                                   ,US        ,2020-03-19,22,A man in his 30s who recently traveled to Europe and a man in his 30s who recently traveled to Washington                                                                                               ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-03-20,2,"23% of the US Population is ordered to ""stay at home"" after governors in California (40 million residents),                                                                                             ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-03-20,3,"New York State (20 million), Illinois (13 million), and Connecticut (3.5 million) ordered nonessential workers                                                                                          ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,-                               ,-                                                               ,US        ,2020-03-20,4,spread of coronavirus.                                                                                                                                                                                  ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Connecticut                     ,-                                                               ,US        ,2020-03-20,5,"Issues a ""stay at home"" order for its 3.5 million residents that goes into effect Monday at 8 p.m                                                                                                       ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Texas                           ,-                                                               ,US        ,2020-03-20,6,Declared a public health disaster for the first time in more than 100 years                                                                                                                             ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Illinois                        ,-                                                               ,US        ,2020-03-20,7,"Governor Pritzker issues an immediate ""stay at home"" order for all residents ""to avoid                                                                                                                  ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Illinois                        ,-                                                               ,US        ,2020-03-20,8,"the loss of potentially tens of thousands of lives"" The order goes into effect at 5 p.m.                                                                                                                ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,New York                        ,-                                                               ,US        ,2020-03-20,9,Governor Cuomo orders 100% of all non-essential workers to stay home                                                                                                                                    ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Pennsylvania                    ,-                                                               ,US        ,2020-03-20,10,Governor Wolf orders all businesses that aren’t ‘life-sustaining’ to close                                                                                                                        ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,California                      ,-                                                               ,US        ,2020-03-20,11,Governor Gavin Newson orders the state’s 40 million residents to “stay at home.” The order is “open ended.”                                                                                   ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,California                      ,-                                                               ,US        ,2020-03-20,12,Modeling predicts that 56% of the state’s population will be infected over the next 8 weeks. Only essential                                                                                           ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,California                      ,-                                                               ,US        ,2020-03-20,13,businesses will be allowed to remain open.  All indoor public and private gatherings with 10 or more people are prohibited                                                                              ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Massachusetts                   ,-                                                               ,US        ,2020-03-20,14,"The first death, an 87-year-old military veteran from Winthrop                                                                                                                                          ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Washington                      ,King County                                                     ,US        ,2020-03-20,15,7 new deaths                                                                                                                                                                                            ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Washington                      ,Snohomish County                                                ,US        ,2020-03-20,16,1 new death                                                                                                                                                                                             ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Illinois                        ,Cook County                                                     ,US        ,2020-03-20,17,"1 new death, a woman in her 70s                                                                                                                                                                         ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Indiana                         ,Marion County                                                   ,US        ,2020-03-20,18,"1 new death, an adult resident over age 60                                                                                                                                                              ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Missouri                        ,Jackson County                                                  ,US        ,2020-03-20,19,"1 new death, a woman in her 80s with no prior travel history                                                                                                                                            ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Texas                           ,Harris County                                                   ,US        ,2020-03-20,20,"1 new death, a man in his 80s                                                                                                                                                                           ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,California                      ,Riverside County                                                ,US        ,2020-03-20,21,1 new death                                                                                                                                                                                             ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Lousiana                        ,-                                                               ,US        ,2020-03-20,22,1 new death                                                                                                                                                                                             ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,New Jersey                      ,-                                                               ,US        ,2020-03-20,23,2 new deaths                                                                                                                                                                                            ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Florida                         ,-                                                               ,US        ,2020-03-20,24,1 new death                                                                                                                                                                                             ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,New York                        ,New York City                                                   ,US        ,2020-03-20,25,"8 new deaths, De Blasio is demanding the federal government mobilize the military to help in the response efforts                                                                                       ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Wisconsin                       ,Fond Du Lac County                                              ,US        ,2020-03-20,26,"First death, a man in his 50s                                                                                                                                                                           ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Wisconsin                       ,Ozaukee County                                                  ,US        ,2020-03-20,27,"First death, a man in his 90s                                                                                                                                                                           ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Georgia                         ,-                                                               ,US        ,2020-03-20,28,3 new deaths                                                                                                                                                                                            ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Vermont                         ,Windsor County                                                  ,US        ,2020-03-20,29,"First death, a man older individual who likely received the virus through community transmission                                                                                                        ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Vermont                         ,Chittenden County                                               ,US        ,2020-03-20,30,"First death, a woman older individual who likely received the virus through community transmission                                                                                                      ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Ohio                            ,-                                                               ,US        ,2020-03-20,31,1 new presumptive death                                                                                                                                                                                 ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Connecticut                     ,New Canaan                                                      ,US        ,2020-03-20,32,"1 new death, a man in his 80s (the second person to die)                                                                                                                                                ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Texas                           ,-                                                               ,US        ,2020-03-20,33,"80 new cases, of which 19 in Dallas County                                                                                                                                                              ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Texas                           ,Dallas County                                                   ,US        ,2020-03-20,34,19 new cases                                                                                                                                                                                            ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Tennessee                       ,-                                                               ,US        ,2020-03-20,35,75 new cases                                                                                                                                                                                            ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,Alabama                         ,-                                                               ,US        ,2020-03-20,36,3 new cases                                                                                                                                                                                             ,https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,New York                        ,-                                                               ,US        ,2020-04-23,2,"New York State Governor Cuomo said that preliminary findings from an antibody study conducted on 3,000                                                                                                  ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,New York                        ,-                                                               ,US        ,2020-04-23,3,"people at grocery stores across New York State found a 13.9% had coronavirus antibodies, suggesting a                                                                                                   ",https://www.worldometers.info/coronavirus/country/us/                                               
US                              ,New York                        ,-                                                               ,US        ,2020-04-23,4,"13.9% actual infection rate statewide (21.2% in New York City), which translates to an estimate of                                                                                                      ",https://www.worldometers.info/coronavirus/country/us/                                               
