FIPS,ADMIN2,PROVINCE_STATE,COUNTRY_REGION,LAST_UPDATE,LATITUDE,LONGITUDE,CONFIRMED,DEATHS,RECOVERED,ACTIVE,COMBINED_KEY,GEOID,RECORD_KEY,TRANSFER_IN,TRANSFER_OUT
0,-,Hubei,China,2020-03-03T11:43:02,30.9756,112.2707,67217,2835,36208,,"Hubei, China",CN,ChinaHubei-2020-03-03T11:43:02,0,0
0,-,-,South Korea,2020-03-03T09:43:02,36,128,5186,28,30,,South Korea,KR,South Korea--2020-03-03T09:43:02,,
0,-,-,Italy,2020-03-03T20:03:06,43,12,2502,79,160,,Italy,IT,Italy--2020-03-03T20:03:06,,
0,-,-,Iran,2020-03-03T14:23:03,32,53,2336,77,291,,Iran,IR,Iran--2020-03-03T14:23:03,,
0,-,Guangdong,China,2020-03-03T10:23:10,23.3417,113.4244,1350,7,1101,,"Guangdong, China",CN,ChinaGuangdong-2020-03-03T10:23:10,,
0,-,Henan,China,2020-03-03T09:43:02,33.882,113.614,1272,22,1231,,"Henan, China",CN,ChinaHenan-2020-03-03T09:43:02,,
0,-,Zhejiang,China,2020-03-03T12:33:02,29.1832,120.0934,1213,1,1093,,"Zhejiang, China",CN,ChinaZhejiang-2020-03-03T12:33:02,,
0,-,Hunan,China,2020-03-03T13:03:04,27.6104,111.7088,1018,4,906,,"Hunan, China",CN,ChinaHunan-2020-03-03T13:03:04,,
0,-,Anhui,China,2020-03-03T14:33:03,31.8257,117.2264,990,6,936,,"Anhui, China",CN,ChinaAnhui-2020-03-03T14:33:03,,
0,-,Jiangxi,China,2020-03-03T02:03:11,27.614,115.7221,935,1,870,,"Jiangxi, China",CN,ChinaJiangxi-2020-03-03T02:03:11,, 
0,-,Shandong,China,2020-03-03T07:53:03,36.3427,118.1498,758,6,511,,"Shandong, China",CN,ChinaShandong-2020-03-03T07:53:03,, 
0,-,Diamond Princess cruise ship,Others,2020-03-03T03:13:06,35.4437,139.638,706,6,10,,"Diamond Princess cruise ship, Others",-,OthersDiamond Princess cruise ship-2020-03-03T03:13:06,,44
0,-,Jiangsu,China,2020-03-03T11:03:09,32.9711,119.455,631,0,562,,"Jiangsu, China",CN,ChinaJiangsu-2020-03-03T11:03:09,,
0,-,Chongqing,China,2020-03-03T23:13:05,30.0572,107.874,576,6,490,,"Chongqing, China",CN,ChinaChongqing-2020-03-03T23:13:05,,
0,-,Sichuan,China,2020-03-03T09:33:02,30.6171,102.7103,538,3,394,,"Sichuan, China",CN,ChinaSichuan-2020-03-03T09:33:02,,
0,-,Heilongjiang,China,2020-03-03T13:03:04,47.862,127.7615,480,13,366,,"Heilongjiang, China",CN,ChinaHeilongjiang-2020-03-03T13:03:04,,
0,-,Beijing,China,2020-03-03T02:03:11,40.1824,116.4142,414,8,288,,"Beijing, China",CN,ChinaBeijing-2020-03-03T02:03:11,,
0,-,Shanghai,China,2020-03-03T03:43:02,31.202,121.4491,338,3,294,,"Shanghai, China",CN,ChinaShanghai-2020-03-03T03:43:02,,
0,-,Hebei,China,2020-03-03T09:33:02,38.0428,114.5149,318,6,300,,"Hebei, China",CN,ChinaHebei-2020-03-03T09:33:02,,
0,-,Fujian,China,2020-03-03T13:43:03,26.0789,117.9874,296,1,260,,"Fujian, China",CN,ChinaFujian-2020-03-03T13:43:03,,
0,-,-,Japan,2020-03-03T20:03:06,36,138,293,6,43,,Japan,JP,Japan--2020-03-03T20:03:06,,
0,-,Guangxi,China,2020-03-03T00:23:14,23.8298,108.7881,252,2,202,,"Guangxi, China",CN,ChinaGuangxi-2020-03-03T00:23:14,,
0,-,Shaanxi,China,2020-03-02T08:03:12,35.1917,108.8701,245,1,216,,"Shaanxi, China",CN,ChinaShaanxi-2020-03-02T08:03:12,,
0,-,-,France,2020-03-03T15:23:03,47,2,204,4,12,,France,FR,France--2020-03-03T15:23:03,,
0,-,-,Germany,2020-03-03T20:03:06,51,9,196,0,16,,Germany,DE,Germany--2020-03-03T20:03:06,,
0,-,Yunnan,China,2020-03-03T03:43:02,24.974,101.487,174,2,169,,"Yunnan, China",CN,ChinaYunnan-2020-03-03T03:43:02,,
0,-,Hainan,China,2020-03-03T23:43:02,19.1959,109.7453,168,5,155,,"Hainan, China",DE,ChinaHainan-2020-03-03T23:43:02,,
0,-,-,Spain,2020-03-03T23:53:03,40,-4,165,1,2,,Spain,ES,Spain--2020-03-03T23:53:03,,
0,-,Guizhou,China,2020-03-02T01:13:06,26.8154,106.8748,146,2,114,,"Guizhou, China",CN,ChinaGuizhou-2020-03-02T01:13:06,,
0,-,Tianjin,China,2020-03-03T11:43:02,39.3054,117.323,136,3,124,,"Tianjin, China",CN,ChinaTianjin-2020-03-03T11:43:02,,
